Area,Year,Crop,CropType,Measurement,Unit,Value
USA,2012,GRASSES,GRASSES, BROMEGRASS, SEED,PRODUCTIONLB, LB,913090
USA,2012,GRASSES,GRASSES, FESCUE, SEED,PRODUCTIONLB, LB,225958288
USA,2012,GRASSES,GRASSES, ORCHARDGRASS, SEED,PRODUCTIONLB, LB,10538951
USA,2012,GRASSES,GRASSES, RYEGRASS, SEED,PRODUCTIONLB, LB,412769606
USA,2012,GRASSES,GRASSES, SUDANGRASS, SEED,PRODUCTIONLB, LB,23918255
USA,2012,GRASSES,GRASSES, TIMOTHY, SEED,PRODUCTIONLB, LB,1159088
USA,2012,GRASSES,GRASSES, WHEATGRASS, SEED,PRODUCTIONLB, LB,1660107
USA,2012,GRASSES & LEGUMES, OTHER,GRASSES & LEGUMES, OTHER, SEED,PRODUCTIONLB, LB,12971510
USA,2012,HAY,HAY,PRODUCTIONTONS, TONS,110945167
USA,2012,HAY,HAY, ALFALFA,PRODUCTIONTONS, TONS,49469257
USA,2012,HAY,HAY, SMALL GRAIN,PRODUCTIONTONS, TONS,7974057
USA,2012,HAY,HAY, TAME, (EXCL ALFALFA & SMALL GRAIN),PRODUCTIONTONS, TONS,44187071
USA,2012,HAY,HAY, WILD,PRODUCTIONTONS, TONS,9314782
USA,2012,HAY & HAYLAGE,HAY & HAYLAGE,PRODUCTIONTONS, DRY BASIS, TONS, DRY BASIS,127345016
USA,2012,HAYLAGE,HAYLAGE,PRODUCTIONTONS, TONS,33186378
USA,2012,HAYLAGE,HAYLAGE, (EXCL ALFALFA),PRODUCTIONTONS, TONS,12792266
USA,2012,HAYLAGE,HAYLAGE, ALFALFA,PRODUCTIONTONS, TONS,20394112
USA,2012,HERBS,HERBS, DRY,PRODUCTIONLB, LB,14107626
USA,2012,HOPS,HOPS,PRODUCTIONLB, LB,58911364
USA,2012,LEGUMES,LEGUMES, ALFALFA, SEED,PRODUCTIONLB, LB,56937190
USA,2012,LEGUMES,LEGUMES, BIRDSFOOT TREFOIL, SEED,PRODUCTIONLB, LB,98465
USA,2012,LEGUMES,LEGUMES, CLOVER, CRIMSON, SEED,PRODUCTIONLB, LB,4612636
USA,2012,LEGUMES,LEGUMES, CLOVER, RED, SEED,PRODUCTIONLB, LB,9270706
USA,2012,LEGUMES,LEGUMES, CLOVER, WHITE, SEED,PRODUCTIONLB, LB,2225693
USA,2012,LEGUMES,LEGUMES, LESPEDEZA, SEED,PRODUCTIONLB, LB,758250
USA,2012,LEGUMES,LEGUMES, VETCH, SEED,PRODUCTIONLB, LB,1590003
USA,2012,LENTILS,LENTILS,PRODUCTION, CWT,5826433
USA,2012,MAPLE SYRUP,MAPLE SYRUP,OPERATIONS WITH PRODUCTION,OPERATIONS WITH PRODUCTION,8261
USA,2012,MAPLE SYRUP,MAPLE SYRUP,PRODUCTIONGALLONS, GALLONS,2296317
USA,2012,MILLET,MILLET, PROSO,PRODUCTION, BU,3622387
USA,2012,MINT,MINT, OIL,PRODUCTIONLB, LB,9260236
USA,2012,MINT,MINT, PEPPERMINT, OIL,PRODUCTIONLB, LB,6882514
USA,2012,MINT,MINT, SPEARMINT, OIL,PRODUCTIONLB, LB,2377722
USA,2012,MINT,MINT, TEA LEAVES,PRODUCTIONLB, LB,4209437
USA,2012,MUSTARD,MUSTARD, SEED,PRODUCTIONLB, LB,26988263
USA,2012,OATS,OATS,PRODUCTION, BU,65646178
USA,2012,PEANUTS,PEANUTS,PRODUCTIONLB, LB,6660492899
USA,2012,PEAS,PEAS, AUSTRIAN WINTER,PRODUCTION, CWT,148575
USA,2012,PEAS,PEAS, DRY EDIBLE,PRODUCTION, CWT,12170341
USA,2012,PEAS,PEAS, DRY, SOUTHERN (COWPEAS),PRODUCTION, BU,311786
USA,2012,POPCORN,POPCORN, SHELLED,PRODUCTIONLB, LB,785685762
USA,2012,RAPESEED,RAPESEED,PRODUCTIONLB, LB,4239887
USA,2012,RICE,RICE,PRODUCTION, CWT,200239288
USA,2012,RYE,RYE,PRODUCTION, BU,6656392
USA,2012,SAFFLOWER,SAFFLOWER,PRODUCTIONLB, LB,172291875
USA,2012,SESAME,SESAME,PRODUCTIONLB, LB,6852503
USA,2012,SORGHUM,SORGHUM, GRAIN,PRODUCTION, BU,264337547
USA,2012,SORGHUM,SORGHUM, SILAGE,PRODUCTIONTONS, TONS,5639863
USA,2012,SORGHUM,SORGHUM, SYRUP,PRODUCTIONGALLONS, GALLONS,188542
USA,2012,SOYBEANS,SOYBEANS,PRODUCTION, BU,2926822777
USA,2012,SUGARBEETS,SUGARBEETS,PRODUCTIONTONS, TONS,35417494
USA,2012,SUGARBEETS,SUGARBEETS, SEED,PRODUCTIONLB, LB,10886898
USA,2012,SUGARCANE,SUGARCANE, SEED,PRODUCTIONTONS, TONS,1731142
USA,2012,SUGARCANE,SUGARCANE, SUGAR,PRODUCTIONTONS, TONS,30269684
USA,2012,SUNFLOWER,SUNFLOWER,PRODUCTIONLB, LB,2728794260
USA,2012,SUNFLOWER,SUNFLOWER, NO,IL TYPE - PRODUCTIONLB, LB,389714997
USA,2012,SUNFLOWER,SUNFLOWER, OIL TYPE,PRODUCTIONLB, LB,2339079263
USA,2012,SWITCHGRASS,SWITCHGRASS,PRODUCTIONTONS, TONS,11795
USA,2012,TARO,TARO,PRODUCTIONLB, LB,3462876
USA,2012,TOBACCO,TOBACCO,PRODUCTIONLB, LB,766609252
USA,2012,TRITICALE,TRITICALE,PRODUCTION, BU,3303077
USA,2012,WHEAT,WHEAT,PRODUCTION, BU,2185108114
USA,2012,WHEAT,WHEAT, SPRING, (EXCL DURUM),PRODUCTION, BU,521904259
USA,2012,WHEAT,WHEAT, SPRING, DURUM,PRODUCTION, BU,86110218
USA,2012,WHEAT,WHEAT, WINTER,PRODUCTION, BU,1577093637
USA,2012,WILD RICE,WILD RICE,PRODUCTION, CWT,1156225
USA,2007,BARLEY,BARLEY,PRODUCTION, BU,207089232
USA,2007,BEANS,BEANS, DRY EDIBLE, (EXCL LIMA), INCL CHICKPEAS,PRODUCTION, CWT,25353900
USA,2007,BEANS,BEANS, DRY EDIBLE, LIMA,PRODUCTION, CWT,702373
USA,2007,BUCKWHEAT,BUCKWHEAT,PRODUCTION, BU,711173
USA,2007,CANOLA,CANOLA,PRODUCTIONLB, LB,1418549887
USA,2007,CORN,CORN, GRAIN,PRODUCTION, BU,12738519330
USA,2007,CORN,CORN, SILAGE,PRODUCTIONTONS, TONS,104224795
USA,2007,COTTON,COTTON,PRODUCTIONBALES, BALES,18898128
USA,2007,COTTON,COTTON, PIMA,PRODUCTIONBALES, BALES,799130
USA,2007,COTTON,COTTON, UPLAND,PRODUCTIONBALES, BALES,18098998
USA,2007,DILL,DILL, OIL,PRODUCTIONLB, LB,135480
USA,2007,EMMER & SPELT,EMMER & SPELT,PRODUCTION, BU,882517
USA,2007,FIELD CROPS, OTHER,FIELD CROPS, OTHER, PRODUCTION CONTRACT,OPERATIONS WITH PRODUCTION,OPERATIONS WITH PRODUCTION,14
USA,2007,FLAXSEED,FLAXSEED,PRODUCTION, BU,5722192
USA,2007,GRAIN,GRAIN, PRODUCTION CONTRACT,OPERATIONS WITH PRODUCTION,OPERATIONS WITH PRODUCTION,506
USA,2007,GRASSES,GRASSES, BAHIA GRASS, SEED,PRODUCTIONLB, LB,1884964
USA,2007,GRASSES,GRASSES, BERMUDA GRASS, SEED,PRODUCTIONLB, LB,16115285
USA,2007,GRASSES,GRASSES, BLUEGRASS, KENTUCKY, SEED,PRODUCTIONLB, LB,86903842
USA,2007,GRASSES,GRASSES, BROMEGRASS, SEED,PRODUCTIONLB, LB,1307702
USA,2007,GRASSES,GRASSES, FESCUE, SEED,PRODUCTIONLB, LB,303243394
USA,2007,GRASSES,GRASSES, ORCHARDGRASS, SEED,PRODUCTIONLB, LB,15430232
USA,2007,GRASSES,GRASSES, RYEGRASS, SEED,PRODUCTIONLB, LB,504262904
USA,2007,GRASSES,GRASSES, SUDANGRASS, SEED,PRODUCTIONLB, LB,22904416
USA,2007,GRASSES,GRASSES, TIMOTHY, SEED,PRODUCTIONLB, LB,1542881
USA,2007,GRASSES,GRASSES, WHEATGRASS, SEED,PRODUCTIONLB, LB,3853410
USA,2007,GRASSES & LEGUMES, OTHER,GRASSES & LEGUMES, OTHER, SEED,PRODUCTIONLB, LB,16136284
USA,2007,GUAR,GUAR,PRODUCTIONLB, LB,4350919
USA,2007,HAY,HAY,PRODUCTIONTONS, TONS,138113218
USA,2007,HAY,HAY, ALFALFA,PRODUCTIONTONS, TONS,65349074
USA,2007,HAY,HAY, SMALL GRAIN,PRODUCTIONTONS, TONS,8253840
USA,2007,HAY,HAY, TAME, (EXCL ALFALFA & SMALL GRAIN),PRODUCTIONTONS, TONS,54347673
USA,2007,HAY,HAY, WILD,PRODUCTIONTONS, TONS,10162631
USA,2007,HAY & HAYLAGE,HAY & HAYLAGE,PRODUCTIONTONS, DRY BASIS, TONS, DRY BASIS,155393762
USA,2007,HAYLAGE,HAYLAGE,PRODUCTIONTONS, TONS,34959627
USA,2007,HAYLAGE,HAYLAGE, (EXCL ALFALFA),PRODUCTIONTONS, TONS,12355221
USA,2007,HAYLAGE,HAYLAGE, ALFALFA,PRODUCTIONTONS, TONS,22604406
USA,2007,HERBS,HERBS, DRY,PRODUCTIONLB, LB,14069710
USA,2007,HOPS,HOPS,PRODUCTIONLB, LB,60668474
USA,2007,JOJOBA,JOJOBA,PRODUCTIONLB, LB,1322455
USA,2007,LEGUMES,LEGUMES, ALFALFA, SEED,PRODUCTIONLB, LB,62115239
USA,2007,LEGUMES,LEGUMES, BIRDSFOOT TREFOIL, SEED,PRODUCTIONLB, LB,72825
USA,2007,LEGUMES,LEGUMES, CLOVER, CRIMSON, SEED,PRODUCTIONLB, LB,2602578
USA,2007,LEGUMES,LEGUMES, CLOVER, RED, SEED,PRODUCTIONLB, LB,8213873
USA,2007,LEGUMES,LEGUMES, CLOVER, WHITE, SEED,PRODUCTIONLB, LB,1472657
USA,2007,LEGUMES,LEGUMES, LESPEDEZA, SEED,PRODUCTIONLB, LB,1132473
USA,2007,LEGUMES,LEGUMES, VETCH, SEED,PRODUCTIONLB, LB,1157122
USA,2007,LENTILS,LENTILS,PRODUCTION, CWT,3724878
USA,2007,MAPLE SYRUP,MAPLE SYRUP,OPERATIONS WITH PRODUCTION,OPERATIONS WITH PRODUCTION,8121
USA,2007,MAPLE SYRUP,MAPLE SYRUP,PRODUCTIONGALLONS, GALLONS,1582101
USA,2007,MILLET,MILLET, PROSO,PRODUCTION, BU,17333479
USA,2007,MINT,MINT, OIL,PRODUCTIONLB, LB,8694739
USA,2007,MINT,MINT, PEPPERMINT, OIL,PRODUCTIONLB, LB,5976054
USA,2007,MINT,MINT, SPEARMINT, OIL,PRODUCTIONLB, LB,2718685
USA,2007,MUSTARD,MUSTARD, SEED,PRODUCTIONLB, LB,34527346
USA,2007,OATS,OATS,PRODUCTION, BU,89508669
USA,2007,PEANUTS,PEANUTS,PRODUCTIONLB, LB,3703138887
USA,2007,PEAS,PEAS, AUSTRIAN WINTER,PRODUCTION, CWT,133421
USA,2007,PEAS,PEAS, DRY EDIBLE,PRODUCTION, CWT,17260031
USA,2007,PEAS,PEAS, DRY, SOUTHERN (COWPEAS),PRODUCTION, BU,228371
USA,2007,POPCORN,POPCORN, SHELLED,PRODUCTIONLB, LB,860878543
USA,2007,RAPESEED,RAPESEED,PRODUCTIONLB, LB,1138344
USA,2007,RICE,RICE,PRODUCTION, CWT,198538690
USA,2007,RYE,RYE,PRODUCTION, BU,6652604
USA,2007,SAFFLOWER,SAFFLOWER,PRODUCTIONLB, LB,203814924
USA,2007,SESAME,SESAME,PRODUCTIONLB, LB,2956903
USA,2007,SORGHUM,SORGHUM, GRAIN,PRODUCTION, BU,482452865
USA,2007,SORGHUM,SORGHUM, SILAGE,PRODUCTIONTONS, TONS,5763450
USA,2007,SORGHUM,SORGHUM, SYRUP,PRODUCTIONGALLONS, GALLONS,131462
USA,2007,SOYBEANS,SOYBEANS,PRODUCTION, BU,2582423697
USA,2007,SUGARBEETS,SUGARBEETS,PRODUCTIONTONS, TONS,31937325
USA,2007,SUGARBEETS,SUGARBEETS, SEED,PRODUCTIONLB, LB,7000504
USA,2007,SUGARCANE,SUGARCANE, SEED,PRODUCTIONTONS, TONS,1771160
USA,2007,SUGARCANE,SUGARCANE, SUGAR,PRODUCTIONTONS, TONS,31127405
USA,2007,SUNFLOWER,SUNFLOWER,PRODUCTIONLB, LB,2820962445
USA,2007,SUNFLOWER,SUNFLOWER, NO,IL TYPE - PRODUCTIONLB, LB,377475597
USA,2007,SUNFLOWER,SUNFLOWER, OIL TYPE,PRODUCTIONLB, LB,2443486848
USA,2007,TOBACCO,TOBACCO,PRODUCTIONLB, LB,778301825
USA,2007,TRITICALE,TRITICALE,PRODUCTION, BU,2533989
USA,2007,WHEAT,WHEAT,PRODUCTION, BU,1993648378
USA,2007,WHEAT,WHEAT, SPRING, (EXCL DURUM),PRODUCTION, BU,475906637
USA,2007,WHEAT,WHEAT, SPRING, DURUM,PRODUCTION, BU,73201303
USA,2007,WHEAT,WHEAT, WINTER,PRODUCTION, BU,1444540438
USA,2007,WILD RICE,WILD RICE,PRODUCTION, CWT,646598
USA,2002,AMARANTH,AMARANTH,PRODUCTIONLB, LB,408350
USA,2002,BARLEY,BARLEY,PRODUCTION, BU,214800035
USA,2002,BEANS,BEANS, DRY EDIBLE, (EXCL LIMA), INCL CHICKPEAS,PRODUCTION, CWT,29687475
USA,2002,BEANS,BEANS, DRY EDIBLE, LIMA,PRODUCTION, CWT,1072859
USA,2002,BEANS,BEANS, MUNG,PRODUCTIONLB, LB,973166
USA,2002,BUCKWHEAT,BUCKWHEAT,PRODUCTION, BU,960589
USA,2002,CANOLA,CANOLA,PRODUCTIONLB, LB,1446267120
USA,2002,CORN,CORN, GRAIN,PRODUCTION, BU,8613061814
USA,2002,CORN,CORN, SILAGE,PRODUCTIONTONS, TONS,97132738
USA,2002,COTTON,COTTON,PRODUCTIONBALES, BALES,17145345
USA,2002,COTTON,COTTON, PIMA,PRODUCTIONBALES, BALES,615673
USA,2002,COTTON,COTTON, UPLAND,PRODUCTIONBALES, BALES,16529672
USA,2002,CRAMBE,CRAMBE,PRODUCTIONLB, LB,13262499
USA,2002,DILL,DILL, OIL,PRODUCTIONLB, LB,117271
USA,2002,EMMER & SPELT,EMMER & SPELT,PRODUCTION, BU,896203
USA,2002,FIELD CROPS, OTHER,FIELD CROPS, OTHER, PRODUCTION CONTRACT,OPERATIONS WITH PRODUCTION,OPERATIONS WITH PRODUCTION,114
USA,2002,FLAXSEED,FLAXSEED,PRODUCTION, BU,10738434
USA,2002,GRAIN,GRAIN, PRODUCTION CONTRACT,OPERATIONS WITH PRODUCTION,OPERATIONS WITH PRODUCTION,2295
USA,2002,GRASSES,GRASSES, BAHIA GRASS, SEED,PRODUCTIONLB, LB,2274519
USA,2002,GRASSES,GRASSES, BERMUDA GRASS, SEED,PRODUCTIONLB, LB,16757215
USA,2002,GRASSES,GRASSES, BLUEGRASS, KENTUCKY, SEED,PRODUCTIONLB, LB,76414727
USA,2002,GRASSES,GRASSES, BROMEGRASS, SEED,PRODUCTIONLB, LB,5000215
USA,2002,GRASSES,GRASSES, FESCUE, SEED,PRODUCTIONLB, LB,323023498
USA,2002,GRASSES,GRASSES, FOXTAIL MILLET, SEED,PRODUCTIONLB, LB,910125
USA,2002,GRASSES,GRASSES, ORCHARDGRASS, SEED,PRODUCTIONLB, LB,18660986
USA,2002,GRASSES,GRASSES, REDTOP, SEED,PRODUCTIONLB, LB,97292
USA,2002,GRASSES,GRASSES, RYEGRASS, SEED,PRODUCTIONLB, LB,459929090
USA,2002,GRASSES,GRASSES, SUDANGRASS, SEED,PRODUCTIONLB, LB,10476796
USA,2002,GRASSES,GRASSES, TIMOTHY, SEED,PRODUCTIONLB, LB,4310826
USA,2002,GRASSES,GRASSES, WHEATGRASS, SEED,PRODUCTIONLB, LB,3268256
USA,2002,GRASSES & LEGUMES, OTHER,GRASSES & LEGUMES, OTHER, SEED,PRODUCTIONLB, LB,11582288
USA,2002,HAY,HAY,PRODUCTIONTONS, TONS,137858890
USA,2002,HAY,HAY, ALFALFA,PRODUCTIONTONS, TONS,68524529
USA,2002,HAY,HAY, SALT HAY,PRODUCTIONTONS, TONS,1396
USA,2002,HAY,HAY, SMALL GRAIN,PRODUCTIONTONS, TONS,7501232
USA,2002,HAY,HAY, TAME, (EXCL ALFALFA & SMALL GRAIN),PRODUCTIONTONS, TONS,53477464
USA,2002,HAY,HAY, WILD,PRODUCTIONTONS, TONS,8355665
USA,2002,HAY & HAYLAGE,HAY & HAYLAGE,PRODUCTIONTONS, DRY BASIS, TONS, DRY BASIS,154976932
USA,2002,HAYLAGE,HAYLAGE,PRODUCTIONTONS, TONS,34631619
USA,2002,HAYLAGE,HAYLAGE, (EXCL ALFALFA),PRODUCTIONTONS, TONS,11227005
USA,2002,HAYLAGE,HAYLAGE, ALFALFA,PRODUCTIONTONS, TONS,23403394
USA,2002,HERBS,HERBS, DRY,PRODUCTIONLB, LB,3473232
USA,2002,LEGUMES,LEGUMES, ALFALFA, SEED,PRODUCTIONLB, LB,58020460
USA,2002,LEGUMES,LEGUMES, BIRDSFOOT TREFOIL, SEED,PRODUCTIONLB, LB,418343
USA,2002,LEGUMES,LEGUMES, CLOVER, CRIMSON, SEED,PRODUCTIONLB, LB,2002569
USA,2002,LEGUMES,LEGUMES, CLOVER, LADINO, SEED,PRODUCTIONLB, LB,938510
USA,2002,LEGUMES,LEGUMES, CLOVER, RED, SEED,PRODUCTIONLB, LB,9284591
USA,2002,LEGUMES,LEGUMES, CLOVER, SWEET, SEED,PRODUCTIONLB, LB,30700
USA,2002,LEGUMES,LEGUMES, LESPEDEZA, SEED,PRODUCTIONLB, LB,5413440
USA,2002,LEGUMES,LEGUMES, VETCH, SEED,PRODUCTIONLB, LB,956272
USA,2002,LENTILS,LENTILS,PRODUCTION, CWT,2448940
USA,2002,MAPLE SYRUP,MAPLE SYRUP,OPERATIONS WITH PRODUCTION,OPERATIONS WITH PRODUCTION,8068
USA,2002,MAPLE SYRUP,MAPLE SYRUP,PRODUCTIONGALLONS, GALLONS,1651552
USA,2002,MILLET,MILLET, PROSO,PRODUCTION, BU,3810986
USA,2002,MINT,MINT, OIL,PRODUCTIONLB, LB,9919641
